Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Team
104,Ezri Konsa,eng ENG,DF,26-154,26,26,2260.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.4,2.4,27.0,102.0,21.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Aston Villa
105,Matty Cash,pl POL,DF,26-231,26,21,1898.0,21.1,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,4.1,4.1,2.1,6.2,58.0,82.0,89.0,0.09,0.05,0.14,0.09,0.14,0.2,0.1,0.29,0.2,0.29,Aston Villa
106,Pau Torres,es ESP,DF,27-069,22,20,1834.0,20.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.4,1.3,35.0,114.0,15.0,0.1,0.0,0.1,0.1,0.1,0.05,0.02,0.07,0.05,0.07,Aston Villa
107,Boubacar Kamara,fr FRA,MF,24-123,20,20,1652.0,18.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.1,0.1,1.3,1.4,19.0,83.0,10.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,Aston Villa
108,Lucas Digne,fr FRA,DF,30-249,24,19,1664.0,18.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,2.8,3.6,31.0,60.0,170.0,0.05,0.11,0.16,0.05,0.16,0.04,0.15,0.19,0.04,0.19,Aston Villa
109,Moussa Diaby,fr FRA,"FW,MF",24-262,29,18,1571.0,17.5,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,5.1,5.1,5.1,10.1,70.0,53.0,153.0,0.23,0.34,0.57,0.23,0.57,0.29,0.29,0.58,0.29,0.58,Aston Villa
110,Leon Bailey,jm JAM,"MF,FW",26-229,27,16,1492.0,16.6,8.0,8.0,16.0,8.0,0.0,0.0,4.0,0.0,4.7,4.7,6.9,11.6,83.0,53.0,180.0,0.48,0.48,0.97,0.48,0.97,0.28,0.42,0.7,0.28,0.7,Aston Villa
111,Diego Carlos,br BRA,DF,31-010,18,13,1166.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.04,0.05,Aston Villa
112,Clément Lenglet,fr FRA,DF,28-282,12,12,973.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.8,1.5,26.0,50.0,1.0,0.0,0.09,0.09,0.0,0.09,0.07,0.07,0.14,0.07,0.14,Aston Villa
113,Youri Tielemans,be BEL,"MF,FW",26-323,25,11,1145.0,12.7,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.9,3.0,19.0,97.0,43.0,0.08,0.31,0.39,0.08,0.39,0.09,0.15,0.23,0.09,0.23,Aston Villa
114,Álex Moreno,es ESP,DF,30-291,16,10,936.0,10.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.3,29.0,22.0,79.0,0.19,0.0,0.19,0.19,0.19,0.11,0.11,0.22,0.11,0.22,Aston Villa
115,Jacob Ramsey,eng ENG,"MF,FW",22-302,16,8,853.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.2,2.2,1.0,3.2,33.0,28.0,69.0,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,Aston Villa
116,Nicolò Zaniolo,it ITA,"MF,FW",24-267,20,7,620.0,6.9,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,2.0,0.9,2.9,24.0,23.0,49.0,0.29,0.0,0.29,0.29,0.29,0.29,0.13,0.42,0.29,0.42,Aston Villa
117,Jhon Durán,co COL,"FW,MF",20-103,15,1,230.0,2.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,0.1,1.4,6.0,6.0,14.0,0.78,0.0,0.78,0.78,0.78,0.49,0.04,0.53,0.49,0.53,Aston Villa
118,Morgan Rogers,eng ENG,MF,21-243,4,1,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,6.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Aston Villa
119,Leander Dendoncker,be BEL,MF,28-345,8,1,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.0,3.0,2.0,0.76,0.0,0.76,0.76,0.76,0.56,0.0,0.56,0.56,0.56,Aston Villa
120,Robin Olsen,se SWE,GK,34-077,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
121,Tyrone Mings,eng ENG,DF,31-012,1,1,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Aston Villa
122,Tim Iroegbunam,eng ENG,MF,20-269,5,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
123,Calum Chambers,eng ENG,DF,29-065,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
124,Philippe Coutinho,br BRA,"MF,FW",31-287,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Aston Villa
125,Bertrand Traoré,bf BFA,"DF,FW",28-201,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
126,Cameron Archer,eng ENG,MF,22-248,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
127,Jaden Philogene Bidace,eng ENG,FW,22-046,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
128,Joe Gauci,au AUS,GK,23-265,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa
129,Omari Kellyman,eng ENG,MF,18-192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa
130,Kaine Kessler-Hayden,eng ENG,"DF,MF",21-154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa
131,Filip Marshall,eng ENG,GK,20-336,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa
132,Tommi O'Reilly,eng ENG,MF,20-101,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa
133,Sam Proctor,eng ENG,GK,17-095,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa
134,James Wright,eng ENG,GK,19-114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa
135,Oliwier Zych,pl POL,GK,19-271,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa
136,Guglielmo Vicario,it ITA,GK,27-170,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
137,Pedro Porro,es ESP,DF,24-194,25,25,2246.0,25.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,2.2,2.2,6.1,8.3,37.0,126.0,108.0,0.0,0.28,0.28,0.0,0.28,0.09,0.25,0.33,0.09,0.33,Tottenham
138,Dejan Kulusevski,se SWE,"FW,MF",23-335,26,25,2208.0,24.5,6.0,3.0,9.0,6.0,0.0,0.0,6.0,0.0,3.5,3.5,6.2,9.7,126.0,117.0,309.0,0.24,0.12,0.37,0.24,0.37,0.14,0.25,0.39,0.14,0.39,Tottenham
139,Son Heung-min,kr KOR,FW,31-261,25,24,2073.0,23.0,14.0,8.0,22.0,13.0,1.0,1.0,1.0,0.0,8.0,7.3,8.1,15.4,73.0,99.0,236.0,0.61,0.35,0.96,0.56,0.91,0.35,0.35,0.7,0.32,0.67,Tottenham
140,Destiny Udogie,it ITA,DF,21-118,24,24,2031.0,22.6,2.0,3.0,5.0,2.0,0.0,0.0,7.0,1.0,2.3,2.3,2.1,4.4,73.0,134.0,119.0,0.09,0.13,0.22,0.09,0.22,0.1,0.09,0.19,0.1,0.19,Tottenham
141,Cristian Romero,ar ARG,DF,25-333,23,23,1890.0,21.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0,1.6,1.6,0.4,2.0,24.0,126.0,4.0,0.19,0.0,0.19,0.19,0.19,0.08,0.02,0.1,0.08,0.1,Tottenham
142,Pape Matar Sarr,sn SEN,MF,21-193,24,20,1485.0,16.5,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,2.6,2.6,2.0,4.6,32.0,113.0,62.0,0.18,0.18,0.36,0.18,0.36,0.16,0.12,0.28,0.16,0.28,Tottenham
143,Yves Bissouma,ml MLI,MF,27-208,20,19,1549.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.2,1.2,0.3,1.5,34.0,121.0,9.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Tottenham
144,Micky van de Ven,nl NED,DF,22-341,18,18,1529.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.4,11.0,69.0,2.0,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.02,0.02,0.02,Tottenham
145,James Maddison,eng ENG,MF,27-123,18,18,1460.0,16.2,4.0,7.0,11.0,4.0,0.0,0.0,3.0,0.0,4.2,4.2,4.0,8.2,42.0,153.0,101.0,0.25,0.43,0.68,0.25,0.68,0.26,0.25,0.51,0.26,0.51,Tottenham
146,Richarlison,br BRA,FW,26-320,23,17,1357.0,15.1,10.0,3.0,13.0,10.0,0.0,0.0,3.0,0.0,8.8,8.8,1.8,10.6,23.0,33.0,100.0,0.66,0.2,0.86,0.66,0.86,0.59,0.12,0.7,0.59,0.7,Tottenham
147,Brennan Johnson,wls WAL,FW,22-307,22,15,1276.0,14.2,4.0,6.0,10.0,4.0,0.0,0.0,2.0,0.0,5.8,5.8,4.6,10.3,56.0,45.0,164.0,0.28,0.42,0.71,0.28,0.71,0.41,0.32,0.73,0.41,0.73,Tottenham
148,Ben Davies,wls WAL,DF,30-336,16,11,1003.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.3,2.3,0.4,2.7,12.0,71.0,18.0,0.09,0.0,0.09,0.09,0.09,0.21,0.03,0.24,0.21,0.24,Tottenham
149,Emerson,br BRA,DF,25-071,18,9,959.0,10.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.6,20.0,44.0,31.0,0.09,0.0,0.09,0.09,0.09,0.01,0.04,0.05,0.01,0.05,Tottenham
150,Rodrigo Bentancur,uy URU,MF,26-274,13,7,534.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.3,1.4,7.0,33.0,19.0,0.17,0.0,0.17,0.17,0.17,0.17,0.06,0.23,0.17,0.23,Tottenham
151,Pierre Højbjerg,dk DEN,MF,28-233,27,6,1017.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.9,1.3,13.0,102.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Tottenham
152,Timo Werner,de GER,FW,28-019,8,5,443.0,4.9,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.7,2.7,1.5,4.1,48.0,26.0,73.0,0.41,0.41,0.81,0.41,0.81,0.54,0.3,0.84,0.54,0.84,Tottenham
153,Oliver Skipp,eng ENG,"MF,FW",23-191,17,4,582.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.6,1.2,6.0,32.0,22.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,Tottenham
154,Giovani Lo Celso,ar ARG,MF,27-351,13,4,424.0,4.7,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,21.0,52.0,23.0,0.42,0.42,0.85,0.42,0.85,0.09,0.19,0.28,0.09,0.28,Tottenham
155,Manor Solomon,il ISR,FW,24-245,5,2,199.0,2.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,17.0,11.0,44.0,0.0,0.9,0.9,0.0,0.9,0.19,0.38,0.56,0.19,0.56,Tottenham
156,Bryan Gil,es ESP,"FW,MF",23-043,10,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.9,9.0,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.33,0.06,0.39,0.33,0.39,Tottenham
157,Eric Dier,eng ENG,DF,30-070,4,1,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
158,Radu Drăgușin,ro ROU,DF,22-051,5,1,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Tottenham
159,Ivan Perišić,hr CRO,FW,35-052,5,0,103.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,15.0,9.0,17.0,0.0,0.87,0.87,0.0,0.87,0.1,0.75,0.85,0.1,0.85,Tottenham
160,Davinson Sánchez,co COL,DF,27-287,1,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Tottenham
161,Alejo Véliz,ar ARG,FW,20-188,8,0,50.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,3.0,1.8,0.0,1.8,1.8,1.8,0.45,0.0,0.45,0.45,0.45,Tottenham
162,Jamie Donley,eng ENG,FW,19-082,3,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
163,Dane Scarlett,eng ENG,FW,20-001,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
164,Brandon Austin,eng ENG,GK,25-077,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tottenham
165,Alfie Dorrington,eng ENG,DF,18-340,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tottenham
166,Fraser Forster,eng ENG,GK,36-008,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tottenham
167,Ashley Phillips,wls WAL,DF,18-243,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tottenham
168,Yago Santiago,es ESP,"FW,MF",20-345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tottenham
169,André Onana,cm CMR,GK,27-358,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Manchester Utd
170,Bruno Fernandes,pt POR,"MF,FW",29-199,27,27,2430.0,27.0,4.0,6.0,10.0,2.0,2.0,3.0,8.0,0.0,7.2,4.9,8.2,13.1,58.0,223.0,137.0,0.15,0.22,0.37,0.07,0.3,0.27,0.31,0.57,0.18,0.49,Manchester Utd
171,Diogo Dalot,pt POR,DF,25-007,26,25,2274.0,25.3,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,0.9,0.9,1.9,2.7,42.0,90.0,87.0,0.04,0.08,0.12,0.04,0.12,0.03,0.07,0.11,0.03,0.11,Manchester Utd
172,Marcus Rashford,eng ENG,FW,26-146,27,23,1988.0,22.1,7.0,2.0,9.0,5.0,2.0,2.0,2.0,0.0,7.1,5.5,2.2,7.7,86.0,58.0,161.0,0.32,0.09,0.41,0.23,0.32,0.32,0.1,0.42,0.25,0.35,Manchester Utd
173,Alejandro Garnacho,ar ARG,FW,19-268,26,20,1767.0,19.6,5.0,3.0,8.0,5.0,0.0,0.0,4.0,0.0,5.7,5.6,4.5,10.1,118.0,47.0,192.0,0.25,0.15,0.41,0.25,0.41,0.29,0.23,0.52,0.29,0.52,Manchester Utd
174,Rasmus Højlund,dk DEN,FW,21-050,20,17,1465.0,16.3,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,6.5,6.5,1.1,7.6,22.0,23.0,75.0,0.43,0.12,0.55,0.43,0.55,0.4,0.07,0.46,0.4,0.46,Manchester Utd
175,Casemiro,br BRA,MF,32-031,15,15,1177.0,13.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.4,2.4,0.6,3.0,8.0,71.0,28.0,0.08,0.08,0.15,0.08,0.15,0.18,0.04,0.23,0.18,0.23,Manchester Utd
176,Scott McTominay,sct SCO,"MF,FW",27-108,25,14,1473.0,16.4,7.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,5.1,5.1,0.7,5.8,19.0,52.0,36.0,0.43,0.06,0.49,0.43,0.49,0.31,0.04,0.35,0.31,0.35,Manchester Utd
177,Raphaël Varane,fr FRA,DF,30-335,19,14,1263.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.1,1.3,15.0,54.0,2.0,0.07,0.0,0.07,0.07,0.07,0.09,0.0,0.09,0.09,0.09,Manchester Utd
178,Kobbie Mainoo,eng ENG,MF,18-341,14,14,1106.0,12.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.6,10.0,33.0,14.0,0.08,0.0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,Manchester Utd
179,Victor Lindelöf,se SWE,DF,29-252,18,13,1260.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.1,16.0,36.0,17.0,0.07,0.07,0.14,0.07,0.14,0.05,0.02,0.08,0.05,0.08,Manchester Utd
180,Harry Maguire,eng ENG,DF,31-020,16,13,1158.0,12.9,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.2,3.0,12.0,54.0,1.0,0.08,0.16,0.23,0.08,0.23,0.13,0.1,0.23,0.13,0.23,Manchester Utd
181,Jonny Evans,nir NIR,DF,36-082,18,12,1086.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,1.2,5.0,32.0,1.0,0.0,0.08,0.08,0.0,0.08,0.01,0.1,0.1,0.01,0.1,Manchester Utd
182,Luke Shaw,eng ENG,DF,28-257,12,12,959.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,10.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.1,Manchester Utd
183,Antony,br BRA,FW,24-030,22,11,953.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,2.1,3.6,37.0,49.0,114.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2,0.34,0.14,0.34,Manchester Utd
184,Aaron Wan-Bissaka,eng ENG,DF,26-120,12,10,884.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.2,1.3,19.0,37.0,26.0,0.0,0.1,0.1,0.0,0.1,0.01,0.12,0.13,0.01,0.13,Manchester Utd
185,Christian Eriksen,dk DEN,MF,32-040,16,9,887.0,9.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.8,2.5,18.0,53.0,19.0,0.1,0.1,0.2,0.1,0.2,0.07,0.18,0.25,0.07,0.25,Manchester Utd
186,Sofyan Amrabat,ma MAR,"MF,DF",27-217,14,7,640.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.2,5.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Manchester Utd
187,Lisandro Martínez,ar ARG,DF,26-067,8,7,558.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,8.0,28.0,1.0,0.0,0.16,0.16,0.0,0.16,0.0,0.01,0.01,0.0,0.01,Manchester Utd
188,Anthony Martial,fr FRA,FW,28-111,13,5,448.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.5,6.0,12.0,36.0,0.2,0.0,0.2,0.2,0.2,0.25,0.05,0.29,0.25,0.29,Manchester Utd
189,Sergio Reguilón,es ESP,DF,27-100,9,4,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.7,0.9,11.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,Manchester Utd
190,Mason Mount,eng ENG,MF,25-075,8,4,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,6.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Manchester Utd
191,Facundo Pellistri,uy URU,"FW,MF",22-096,9,1,172.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,6.0,6.0,31.0,0.0,0.52,0.52,0.0,0.52,0.38,0.05,0.43,0.38,0.43,Manchester Utd
192,Hannibal Mejbri,tn TUN,"MF,FW",21-064,5,1,133.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,6.0,10.0,0.68,0.0,0.68,0.68,0.68,0.02,0.25,0.27,0.02,0.27,Manchester Utd
193,Willy Kambwala,fr FRA,DF,19-213,4,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
194,Omari Forson,eng ENG,FW,19-249,3,1,66.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,2.0,0.0,1.36,1.36,0.0,1.36,0.04,0.24,0.28,0.04,0.28,Manchester Utd
195,Jadon Sancho,eng ENG,"FW,MF",24-000,3,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Manchester Utd
196,Amad Diallo,ci CIV,FW,21-258,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.26,0.35,0.09,0.35,Manchester Utd
197,Donny van de Beek,nl NED,DF,26-342,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.09,4.44,5.54,1.09,5.54,Manchester Utd
198,Daniel Gore,eng ENG,MF,19-181,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
199,Altay Bayındır,tr TUR,GK,25-346,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
200,Rhys Bennett,eng ENG,DF,20-147,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
201,Álvaro Carreras,es ESP,"DF,MF",21-002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
202,Toby Collyer,eng ENG,MF,20-082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
203,Tom Heaton,eng ENG,GK,37-345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
204,Dean Henderson,eng ENG,GK,27-013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
205,Joe Hugill,eng ENG,FW,20-158,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
206,Dermot Mee,nir NIR,GK,21-126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
207,Habeeb Ogunneye,eng ENG,DF,19-073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
208,Radek Vítek,,GK,20-153,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
209,Jarrod Bowen,eng ENG,FW,27-096,28,28,2516.0,28.0,14.0,3.0,17.0,14.0,0.0,0.0,2.0,0.0,9.3,9.3,4.0,13.3,73.0,45.0,158.0,0.5,0.11,0.61,0.5,0.61,0.33,0.14,0.47,0.33,0.47,West Ham
210,Vladimír Coufal,cz CZE,DF,31-216,27,27,2390.0,26.6,0.0,7.0,7.0,0.0,0.0,0.0,7.0,1.0,0.2,0.2,3.2,3.4,56.0,100.0,105.0,0.0,0.26,0.26,0.0,0.26,0.01,0.12,0.13,0.01,0.13,West Ham
211,James Ward-Prowse,eng ENG,MF,29-145,28,27,2339.0,26.0,5.0,7.0,12.0,3.0,2.0,2.0,4.0,0.0,5.5,3.9,5.9,9.8,17.0,103.0,57.0,0.19,0.27,0.46,0.12,0.38,0.21,0.23,0.44,0.15,0.38,West Ham
212,Emerson Palmieri,it ITA,DF,29-235,27,26,2354.0,26.2,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.1,1.1,2.2,3.3,47.0,91.0,90.0,0.04,0.08,0.11,0.04,0.11,0.04,0.09,0.13,0.04,0.13,West Ham
