Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Team
526,Wes Foderingham,eng ENG,GK,33-072,24.4,946,766,929,19,0,0,946,2,2,100.0,0,0.0,485,2845,1790,0,0,0,1,1,315,0,Sheffield Utd
527,Gustavo Hamer,nl NED,MF,26-276,22.9,1015,46,234,468,325,34,1015,39,17,43.6,21,53.8,439,2307,1004,26,19,11,25,14,528,51,Sheffield Utd
528,Jayden Bogle,eng ENG,DF,23-243,21.3,970,109,388,353,241,40,970,39,12,30.8,19,48.7,392,2249,827,20,15,5,34,19,456,59,Sheffield Utd
529,Anel Ahmedhodžić,ba BIH,DF,25-000,20.4,962,149,510,377,80,22,962,14,8,57.1,5,35.7,436,2373,1280,9,12,2,10,8,505,17,Sheffield Utd
530,Auston Trusty,us USA,DF,25-227,19.7,843,167,459,312,75,17,843,6,1,16.7,5,83.3,324,1289,514,8,6,2,11,1,377,8,Sheffield Utd
531,James Mcatee,eng ENG,"MF,FW",21-160,17.4,657,19,101,262,309,56,656,82,25,30.5,50,61.0,386,2831,1291,51,30,16,39,36,404,91,Sheffield Utd
532,Cameron Archer,eng ENG,"FW,MF",22-249,16.1,458,12,59,165,243,55,458,51,26,51.0,23,45.1,280,1756,772,27,22,16,50,34,304,81,Sheffield Utd
533,Oliver Norwood,nir NIR,MF,32-349,15.6,1025,63,317,549,163,6,1024,2,0,0.0,1,50.0,455,1606,652,3,5,0,9,3,600,9,Sheffield Utd
534,George Baldock,gr GRE,DF,31-017,10.8,505,66,200,192,116,9,505,11,6,54.5,4,36.4,238,988,463,9,3,4,9,9,258,24,Sheffield Utd
535,Luke Thomas,eng ENG,DF,22-290,10.2,430,34,160,188,88,11,430,10,5,50.0,4,40.0,191,803,391,8,7,1,11,5,230,22,Sheffield Utd
536,Oliver McBurnie,sct SCO,FW,27-296,10.1,413,22,47,205,162,49,411,11,4,36.4,6,54.5,169,641,187,2,8,1,13,14,309,42,Sheffield Utd
537,William Osula,dk DEN,FW,20-235,8.1,182,8,21,71,95,26,182,15,2,13.3,11,73.3,99,517,180,6,7,2,30,10,129,37,Sheffield Utd
538,Andre Brooks,eng ENG,"MF,DF",20-219,7.2,249,9,51,126,75,11,249,19,11,57.9,7,36.8,118,742,246,6,8,1,14,9,130,13,Sheffield Utd
539,Ben Osborn,eng ENG,"DF,MF",29-234,7.8,342,14,101,131,114,6,342,7,3,42.9,4,57.1,167,754,289,4,2,0,6,7,188,26,Sheffield Utd
540,John Egan,ie IRL,DF,31-158,5.4,257,58,163,81,13,9,257,0,0,,0,,106,485,233,0,2,0,2,1,133,1,Sheffield Utd
541,Yasser Larouci,dz ALG,DF,23-085,4.7,211,26,81,94,42,6,211,13,8,61.5,5,38.5,104,894,554,14,10,4,1,3,104,9,Sheffield Utd
542,Anis Ben Slimane,tn TUN,MF,23-010,4.1,177,14,37,85,57,9,177,15,2,13.3,11,73.3,90,343,125,2,8,2,6,10,100,17,Sheffield Utd
543,Ivo Grbić,hr CRO,GK,28-068,3.6,139,118,138,1,0,0,139,0,0,,0,,58,367,274,0,0,0,0,0,35,0,Sheffield Utd
