Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Team
583,Luis Díaz,co COL,FW,27-072,20.4,101,4.95,74,1,11,8,7,0,7,0.34,7,0,0,0,0,0,Liverpool
584,Alexis Mac Allister,ar ARG,MF,25-092,20.1,66,3.28,53,4,3,1,3,2,11,0.55,9,1,1,0,0,0,Liverpool
585,Alisson,br BRA,GK,31-175,21.0,11,0.52,10,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Liverpool
586,Dominik Szoboszlai,hu HUN,MF,23-152,19.2,79,4.11,57,14,3,2,3,0,6,0.31,4,0,0,1,1,0,Liverpool
587,Mohamed Salah,eg EGY,FW,31-284,20.2,93,4.61,71,1,4,11,5,1,16,0.79,12,0,2,1,1,0,Liverpool
588,Trent Alexander-Arnold,eng ENG,DF,25-170,18.0,99,5.49,62,28,5,4,0,0,7,0.39,4,3,0,0,0,0,Liverpool
589,Darwin Núñez,uy URU,FW,24-275,17.5,65,3.72,48,0,3,12,2,0,13,0.74,10,0,0,2,1,0,Liverpool
590,Joe Gomez,eng ENG,DF,26-307,16.1,39,2.42,33,0,1,3,2,0,4,0.25,4,0,0,0,0,0,Liverpool
591,Ibrahima Konaté,fr FRA,DF,24-305,14.8,21,1.42,21,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Liverpool
592,Diogo Jota,pt POR,FW,27-112,11.6,44,3.78,34,0,5,2,3,0,13,1.12,7,0,4,1,1,0,Liverpool
593,Cody Gakpo,nl NED,"FW,MF",24-323,12.9,36,2.79,24,1,3,6,1,1,5,0.39,3,0,0,2,0,0,Liverpool
594,Wataru Endo,jp JPN,MF,31-045,12.2,35,2.88,27,0,1,3,2,2,1,0.08,1,0,0,0,0,0,Liverpool
595,Curtis Jones,eng ENG,MF,23-055,10.6,30,2.83,23,0,3,2,1,1,2,0.19,2,0,0,0,0,0,Liverpool
596,Andrew Robertson,sct SCO,DF,30-014,11.8,46,3.88,23,22,0,0,1,0,2,0.17,1,1,0,0,0,0,Liverpool
597,Ryan Gravenberch,nl NED,MF,21-314,9.4,30,3.2,24,0,1,5,0,0,0,0.0,0,0,0,0,0,0,Liverpool
598,Joël Matip,cm CMR,DF,32-230,8.7,8,0.92,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Liverpool
599,Kostas Tsimikas,gr GRE,DF,27-318,7.5,32,4.29,20,9,0,0,2,1,2,0.27,2,0,0,0,0,0,Liverpool
600,Caoimhín Kelleher,ie IRL,GK,25-123,7.0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Liverpool
601,Harvey Elliott,eng ENG,"MF,FW",20-356,9.3,39,4.18,32,2,1,3,0,1,2,0.21,2,0,0,0,0,0,Liverpool
602,Jarell Quansah,eng ENG,DF,21-056,5.9,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Liverpool
603,Conor Bradley,nir NIR,DF,20-260,4.9,18,3.67,10,1,3,2,1,1,3,0.61,2,1,0,0,0,0,Liverpool
604,Bobby Clark,eng ENG,MF,19-047,1.0,1,1.01,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Liverpool
605,Ben Doak,sct SCO,FW,18-135,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Liverpool
606,Jayden Danns,eng ENG,FW,18-069,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Liverpool
607,Owen Beck,wls WAL,DF,21-229,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Liverpool
608,Thiago Alcántara,es ESP,MF,32-349,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Liverpool
609,James McConnell,eng ENG,MF,19-194,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Liverpool
610,Kaide Gordon,eng ENG,FW,19-172,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Liverpool
611,Ederson,br BRA,GK,30-221,25.7,5,0.19,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester City
612,Phil Foden,eng ENG,"FW,MF",23-302,25.7,112,4.37,89,7,6,4,5,1,14,0.55,12,1,0,0,1,0,Manchester City
613,Julián Álvarez,ar ARG,"MF,FW",24-054,24.4,98,4.01,63,25,3,6,1,0,13,0.53,11,1,0,0,1,0,Manchester City
614,Kyle Walker,eng ENG,DF,33-302,25.1,58,2.31,54,1,0,1,2,0,8,0.32,7,0,0,1,0,0,Manchester City
615,Rodri,es ESP,MF,27-277,24.1,121,5.03,97,2,6,5,6,5,17,0.71,12,0,2,1,1,1,Manchester City
616,Erling Haaland,no NOR,FW,23-248,21.4,45,2.11,30,0,2,7,5,1,9,0.42,4,0,1,3,1,0,Manchester City
617,Rúben Dias,pt POR,DF,26-316,21.4,21,0.98,15,0,0,5,0,1,2,0.09,1,0,0,1,0,0,Manchester City
618,Bernardo Silva,pt POR,"MF,FW",29-228,21.1,107,5.08,96,3,4,1,3,0,6,0.28,5,0,1,0,0,0,Manchester City
619,Nathan Aké,nl NED,DF,29-036,19.2,35,1.82,27,0,2,4,1,1,6,0.31,3,0,1,2,0,0,Manchester City
620,Manuel Akanji,ch SUI,"DF,MF",28-250,18.6,33,1.77,27,1,0,2,2,1,3,0.16,3,0,0,0,0,0,Manchester City
621,Joško Gvardiol,hr CRO,DF,22-062,16.4,30,1.83,22,1,3,1,1,2,0,0.0,0,0,0,0,0,0,Manchester City
622,Jeremy Doku,be BEL,"FW,MF",21-303,13.3,74,5.55,58,1,9,4,2,0,8,0.6,6,0,1,1,0,0,Manchester City
623,John Stones,eng ENG,"DF,MF",29-302,10.6,21,1.99,19,0,0,0,2,0,0,0.0,0,0,0,0,0,0,Manchester City
624,Mateo Kovačić,hr CRO,MF,29-324,10.8,36,3.34,30,0,1,4,1,0,4,0.37,3,0,0,1,0,0,Manchester City
625,Jack Grealish,eng ENG,FW,28-197,7.9,40,5.09,34,0,1,2,3,0,2,0.25,2,0,0,0,0,0,Manchester City
626,Matheus Nunes,pt POR,"MF,FW",25-211,5.6,17,3.03,13,0,0,1,3,0,3,0.53,3,0,0,0,0,0,Manchester City
627,Kevin De Bruyne,be BEL,MF,32-271,5.5,45,8.2,32,9,2,1,1,0,8,1.46,5,2,0,0,1,0,Manchester City
628,Rico Lewis,eng ENG,"MF,DF",19-125,5.0,6,1.19,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester City
629,Stefan Ortega,de GER,GK,31-140,2.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester City
630,Oscar Bobb,no NOR,"FW,MF",20-257,2.0,14,7.0,9,0,4,0,1,0,5,2.5,2,0,2,0,1,0,Manchester City
631,Kalvin Phillips,eng ENG,MF,28-114,1.0,1,0.98,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Manchester City
632,Sergio Gómez,es ESP,FW,23-203,0.2,2,9.0,1,0,1,0,0,0,2,9.0,1,0,1,0,0,0,Manchester City
633,Aymeric Laporte,es ESP,DF,29-303,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester City
634,Cole Palmer,eng ENG,MF,21-324,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester City
635,James Mcatee,eng ENG,MF,21-159,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester City
636,Ollie Watkins,eng ENG,FW,28-086,28.5,87,3.05,61,0,6,15,4,1,22,0.77,13,0,1,6,2,0,Aston Villa
637,Emiliano Martínez,ar ARG,GK,31-205,28.0,3,0.11,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Aston Villa
638,Douglas Luiz,br BRA,MF,25-321,26.9,99,3.68,54,26,6,8,4,1,8,0.3,5,3,0,0,0,0,Aston Villa
639,John McGinn,sct SCO,"MF,FW",29-159,26.4,96,3.64,81,8,5,1,1,0,13,0.49,10,1,2,0,0,0,Aston Villa
640,Ezri Konsa,eng ENG,DF,26-154,25.1,25,1.0,17,1,2,1,3,1,4,0.16,1,1,0,0,1,1,Aston Villa
641,Matty Cash,pl POL,DF,26-231,21.1,39,1.85,31,1,0,6,1,0,6,0.28,5,0,0,0,1,0,Aston Villa
642,Pau Torres,es ESP,DF,27-069,20.4,20,0.98,19,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Aston Villa
643,Boubacar Kamara,fr FRA,MF,24-123,18.4,38,2.07,33,0,0,2,1,2,3,0.16,3,0,0,0,0,0,Aston Villa
644,Lucas Digne,fr FRA,DF,30-249,18.5,56,3.03,39,12,0,3,2,0,3,0.16,3,0,0,0,0,0,Aston Villa
645,Moussa Diaby,fr FRA,"FW,MF",24-262,17.5,60,3.44,49,1,4,4,2,0,7,0.4,7,0,0,0,0,0,Aston Villa
646,Leon Bailey,jm JAM,"MF,FW",26-229,16.6,79,4.77,56,6,8,7,1,1,10,0.6,6,1,1,2,0,0,Aston Villa
647,Diego Carlos,br BRA,DF,31-010,13.0,6,0.46,6,0,0,0,0,0,2,0.15,2,0,0,0,0,0,Aston Villa
648,Clément Lenglet,fr FRA,DF,28-282,10.8,15,1.39,11,1,0,3,0,0,1,0.09,1,0,0,0,0,0,Aston Villa
649,Youri Tielemans,be BEL,"MF,FW",26-323,12.7,35,2.75,28,1,1,3,2,0,11,0.86,10,0,0,1,0,0,Aston Villa
650,Álex Moreno,es ESP,DF,30-291,10.4,21,2.02,18,0,2,1,0,0,0,0.0,0,0,0,0,0,0,Aston Villa
651,Jacob Ramsey,eng ENG,"MF,FW",22-302,9.5,29,3.06,23,2,1,2,0,1,3,0.32,2,1,0,0,0,0,Aston Villa
652,Nicolò Zaniolo,it ITA,"MF,FW",24-267,6.9,23,3.35,15,0,2,4,1,1,2,0.29,2,0,0,0,0,0,Aston Villa
653,Jhon Durán,co COL,"FW,MF",20-103,2.6,7,2.74,3,0,1,1,1,1,3,1.17,0,0,1,0,1,1,Aston Villa
654,Morgan Rogers,eng ENG,MF,21-243,1.4,6,4.39,4,0,1,0,1,0,1,0.73,0,0,0,0,1,0,Aston Villa
655,Leander Dendoncker,be BEL,MF,28-345,1.3,2,1.51,1,0,0,0,1,0,1,0.76,0,0,0,0,1,0,Aston Villa
656,Robin Olsen,se SWE,GK,34-077,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Aston Villa
657,Tyrone Mings,eng ENG,DF,31-012,0.3,2,6.0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Aston Villa
658,Tim Iroegbunam,eng ENG,MF,20-269,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Aston Villa
659,Calum Chambers,eng ENG,DF,29-065,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Aston Villa
660,Philippe Coutinho,br BRA,"MF,FW",31-287,0.3,2,7.2,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Aston Villa
661,Bertrand Traoré,bf BFA,"DF,FW",28-201,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Aston Villa
662,Cameron Archer,eng ENG,MF,22-248,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Aston Villa
663,Jaden Philogene Bidace,eng ENG,FW,22-046,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Aston Villa
664,Guglielmo Vicario,it ITA,GK,27-170,28.0,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Tottenham
665,Pedro Porro,es ESP,DF,24-194,25.0,82,3.29,47,24,2,5,4,0,11,0.44,8,3,0,0,0,0,Tottenham
666,Dejan Kulusevski,se SWE,"FW,MF",23-335,24.5,106,4.32,86,1,8,9,0,2,8,0.33,6,0,1,0,0,1,Tottenham
667,Son Heung-min,kr KOR,FW,31-261,23.0,87,3.78,70,0,9,5,2,1,13,0.56,9,0,3,0,1,0,Tottenham
668,Destiny Udogie,it ITA,DF,21-118,22.6,50,2.22,44,0,4,2,0,0,7,0.31,6,0,0,1,0,0,Tottenham
669,Cristian Romero,ar ARG,DF,25-333,21.0,25,1.19,21,2,0,1,0,1,1,0.05,1,0,0,0,0,0,Tottenham
670,Pape Matar Sarr,sn SEN,MF,21-193,16.5,42,2.55,33,0,0,3,2,4,7,0.42,6,0,0,1,0,0,Tottenham
671,Yves Bissouma,ml MLI,MF,27-208,17.2,33,1.92,25,1,3,0,0,4,2,0.12,2,0,0,0,0,0,Tottenham
672,Micky van de Ven,nl NED,DF,22-341,17.0,6,0.35,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Tottenham
673,James Maddison,eng ENG,MF,27-123,16.2,114,7.03,74,16,7,6,8,3,15,0.92,9,1,2,1,1,1,Tottenham
674,Richarlison,br BRA,FW,26-320,15.1,30,1.99,21,0,3,4,1,1,4,0.27,4,0,0,0,0,0,Tottenham
675,Brennan Johnson,wls WAL,FW,22-307,14.2,40,2.82,30,0,2,4,3,1,8,0.56,6,0,0,1,0,1,Tottenham
676,Ben Davies,wls WAL,DF,30-336,11.1,13,1.17,13,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Tottenham
677,Emerson,br BRA,DF,25-071,10.7,17,1.6,11,2,0,1,2,1,3,0.28,1,2,0,0,0,0,Tottenham
678,Rodrigo Bentancur,uy URU,MF,26-274,5.9,13,2.19,10,0,1,0,0,2,2,0.34,1,0,0,0,0,1,Tottenham
679,Pierre Højbjerg,dk DEN,MF,28-233,11.3,27,2.39,24,0,2,1,0,0,2,0.18,2,0,0,0,0,0,Tottenham
680,Timo Werner,de GER,FW,28-019,4.9,20,4.06,14,0,3,3,0,0,5,1.02,5,0,0,0,0,0,Tottenham
681,Oliver Skipp,eng ENG,"MF,FW",23-191,6.5,13,2.01,12,0,0,1,0,0,1,0.15,1,0,0,0,0,0,Tottenham
682,Giovani Lo Celso,ar ARG,MF,27-351,4.7,17,3.6,14,2,0,1,0,0,3,0.64,3,0,0,0,0,0,Tottenham
683,Manor Solomon,il ISR,FW,24-245,2.2,19,8.59,16,0,1,1,1,0,2,0.9,2,0,0,0,0,0,Tottenham
684,Bryan Gil,es ESP,"FW,MF",23-043,2.2,7,3.21,6,0,0,1,0,0,1,0.46,1,0,0,0,0,0,Tottenham
685,Eric Dier,eng ENG,DF,30-070,2.2,2,0.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Tottenham
686,Radu Drăgușin,ro ROU,DF,22-051,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Tottenham
687,Ivan Perišić,hr CRO,FW,35-052,1.1,8,6.99,6,1,1,0,0,0,2,1.75,1,1,0,0,0,0,Tottenham
688,Davinson Sánchez,co COL,DF,27-287,0.9,1,1.17,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Tottenham
689,Alejo Véliz,ar ARG,FW,20-188,0.6,1,1.84,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Tottenham
690,Jamie Donley,eng ENG,FW,19-082,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Tottenham
691,Dane Scarlett,eng ENG,FW,20-001,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Tottenham
692,André Onana,cm CMR,GK,27-358,28.0,5,0.18,5,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Manchester Utd
693,Bruno Fernandes,pt POR,"MF,FW",29-199,27.0,162,6.0,111,33,7,8,1,2,16,0.59,10,3,2,1,0,0,Manchester Utd
694,Diogo Dalot,pt POR,DF,25-007,25.3,55,2.18,47,2,2,2,1,1,5,0.2,4,0,0,1,0,0,Manchester Utd
695,Marcus Rashford,eng ENG,FW,26-146,22.1,76,3.44,47,1,15,7,6,0,9,0.41,7,0,1,0,1,0,Manchester Utd
696,Alejandro Garnacho,ar ARG,FW,19-268,19.6,82,4.17,56,0,8,8,9,1,11,0.56,6,0,1,1,2,1,Manchester Utd
697,Rasmus Højlund,dk DEN,FW,21-050,16.3,41,2.52,29,0,4,3,3,2,3,0.18,2,0,1,0,0,0,Manchester Utd
698,Casemiro,br BRA,MF,32-031,13.1,22,1.68,18,2,0,1,1,0,1,0.08,1,0,0,0,0,0,Manchester Utd
699,Scott McTominay,sct SCO,"MF,FW",27-108,16.4,21,1.28,15,0,1,4,0,1,2,0.12,1,0,0,0,0,1,Manchester Utd
700,Raphaël Varane,fr FRA,DF,30-335,14.0,14,1.0,11,1,0,2,0,0,1,0.07,1,0,0,0,0,0,Manchester Utd
701,Kobbie Mainoo,eng ENG,MF,18-341,12.3,21,1.71,16,0,3,2,0,0,4,0.33,1,0,2,1,0,0,Manchester Utd
702,Victor Lindelöf,se SWE,DF,29-252,14.0,18,1.28,18,0,0,0,0,0,3,0.21,3,0,0,0,0,0,Manchester Utd
703,Harry Maguire,eng ENG,DF,31-020,12.9,19,1.48,16,0,0,1,0,2,3,0.23,2,0,0,1,0,0,Manchester Utd
704,Jonny Evans,nir NIR,DF,36-082,12.1,9,0.75,9,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Manchester Utd
705,Luke Shaw,eng ENG,DF,28-257,10.7,23,2.16,13,9,1,0,0,0,0,0.0,0,0,0,0,0,0,Manchester Utd
706,Antony,br BRA,FW,24-030,10.6,36,3.4,31,0,1,0,3,1,1,0.09,0,0,0,0,0,1,Manchester Utd
707,Aaron Wan-Bissaka,eng ENG,DF,26-120,9.8,10,1.02,9,1,0,0,0,0,1,0.1,1,0,0,0,0,0,Manchester Utd
708,Christian Eriksen,dk DEN,MF,32-040,9.9,32,3.25,25,5,0,0,0,2,2,0.2,1,0,0,0,0,1,Manchester Utd
709,Sofyan Amrabat,ma MAR,"MF,DF",27-217,7.1,8,1.13,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester Utd
710,Lisandro Martínez,ar ARG,DF,26-067,6.2,7,1.13,6,0,0,0,0,1,1,0.16,1,0,0,0,0,0,Manchester Utd
711,Anthony Martial,fr FRA,FW,28-111,5.0,11,2.21,9,0,0,1,1,0,1,0.2,0,0,0,0,1,0,Manchester Utd
712,Sergio Reguilón,es ESP,DF,27-100,4.6,15,3.28,13,1,0,1,0,0,1,0.22,1,0,0,0,0,0,Manchester Utd
713,Mason Mount,eng ENG,MF,25-075,4.4,17,3.83,10,2,2,0,1,2,0,0.0,0,0,0,0,0,0,Manchester Utd
714,Facundo Pellistri,uy URU,"FW,MF",22-096,1.9,3,1.57,2,0,0,0,1,0,1,0.52,1,0,0,0,0,0,Manchester Utd
715,Hannibal Mejbri,tn TUN,"MF,FW",21-064,1.5,6,4.06,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Manchester Utd
716,Willy Kambwala,fr FRA,DF,19-213,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester Utd
717,Omari Forson,eng ENG,FW,19-249,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester Utd
718,Jadon Sancho,eng ENG,"FW,MF",24-000,0.9,4,4.62,1,1,0,0,1,1,1,1.15,0,1,0,0,0,0,Manchester Utd
719,Amad Diallo,ci CIV,FW,21-258,0.5,4,7.5,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester Utd
720,Donny van de Beek,nl NED,DF,26-342,0.0,1,30.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester Utd
721,Daniel Gore,eng ENG,MF,19-181,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Manchester Utd
722,Jarrod Bowen,eng ENG,FW,27-096,28.0,69,2.47,49,5,5,5,3,2,10,0.36,8,0,0,1,0,1,West Ham
723,Vladimír Coufal,cz CZE,DF,31-216,26.6,60,2.26,39,14,2,2,3,0,8,0.3,8,0,0,0,0,0,West Ham
724,James Ward-Prowse,eng ENG,MF,29-145,26.0,89,3.42,39,43,1,4,0,2,13,0.5,5,6,0,2,0,0,West Ham
725,Emerson Palmieri,it ITA,DF,29-235,26.2,52,1.99,37,3,3,2,5,2,7,0.27,4,1,1,0,1,0,West Ham
726,Alphonse Areola,fr FRA,GK,31-027,25.5,2,0.08,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,West Ham
727,Tomáš Souček,cz CZE,MF,29-027,24.8,31,1.25,24,1,0,4,0,2,3,0.12,3,0,0,0,0,0,West Ham
728,Kurt Zouma,fr FRA,DF,29-150,23.2,11,0.47,9,0,0,1,1,0,2,0.09,2,0,0,0,0,0,West Ham
729,Edson Álvarez,mx MEX,MF,26-153,21.9,26,1.19,19,0,2,3,0,2,2,0.09,2,0,0,0,0,0,West Ham
730,Lucas Paquetá,br BRA,"FW,MF",26-211,20.4,67,3.28,53,0,7,2,5,0,12,0.59,10,0,2,0,0,0,West Ham
731,Nayef Aguerd,ma MAR,DF,27-361,19.6,14,0.71,12,1,0,1,0,0,0,0.0,0,0,0,0,0,0,West Ham
732,Kudus Mohammed,gh GHA,"FW,MF",23-236,18.7,67,3.59,39,0,11,7,10,0,11,0.59,5,0,2,3,1,0,West Ham
733,Michail Antonio,jm JAM,FW,33-363,11.4,23,2.02,15,0,3,1,2,2,5,0.44,4,0,1,0,0,0,West Ham
734,Konstantinos Mavropanos,gr GRE,DF,26-105,12.0,9,0.75,6,0,0,1,0,2,0,0.0,0,0,0,0,0,0,West Ham
735,Saïd Benrahma,dz ALG,"FW,MF",28-228,6.9,26,3.77,23,0,3,0,0,0,1,0.15,1,0,0,0,0,0,West Ham
736,Pablo Fornals,es ESP,"MF,FW",28-032,4.7,16,3.37,13,0,0,0,1,2,1,0.21,0,0,0,0,0,1,West Ham
737,Ben Johnson,eng ENG,"DF,FW",24-061,4.7,8,1.7,6,0,0,0,2,0,1,0.21,1,0,0,0,0,0,West Ham
738,Angelo Ogbonna,it ITA,DF,35-307,3.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,West Ham
739,Łukasz Fabiański,pl POL,GK,38-342,3.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,West Ham
740,Kalvin Phillips,eng ENG,MF,28-114,3.0,5,1.66,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,West Ham
741,Aaron Cresswell,eng ENG,DF,34-101,2.7,9,3.35,4,3,0,0,2,0,1,0.37,1,0,0,0,0,0,West Ham
742,Danny Ings,eng ENG,FW,31-246,2.9,14,4.77,5,0,3,4,1,1,3,1.02,0,0,1,1,1,0,West Ham
743,Maxwel Cornet,ci CIV,"MF,FW",27-180,1.2,5,4.29,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,West Ham
744,Divin Mubama,eng ENG,FW,19-152,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,West Ham
745,Thilo Kehrer,de GER,"DF,MF",27-186,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,West Ham
746,Pascal Groß,de GER,"MF,DF",32-284,24.6,137,5.57,82,40,5,7,2,1,16,0.65,9,2,4,1,0,0,Brighton
747,Lewis Dunk,eng ENG,DF,32-125,23.4,38,1.63,31,2,0,5,0,0,7,0.3,6,0,0,1,0,0,Brighton
748,Jan Paul van Hecke,nl NED,DF,23-291,21.3,33,1.55,32,0,0,1,0,0,3,0.14,3,0,0,0,0,0,Brighton
749,Billy Gilmour,sct SCO,MF,22-288,19.8,59,2.99,50,5,0,2,2,0,6,0.3,5,0,0,1,0,0,Brighton
750,Simon Adingra,ci CIV,FW,22-084,16.1,48,2.99,31,1,8,5,1,2,4,0.25,3,0,0,0,0,1,Brighton
751,Kaoru Mitoma,jp JPN,FW,26-310,16.5,62,3.76,47,0,10,3,2,0,10,0.61,6,0,3,1,0,0,Brighton
752,Evan Ferguson,ie IRL,FW,19-158,15.1,22,1.46,15,0,2,1,3,1,1,0.07,0,0,0,0,1,0,Brighton
753,Jason Steele,eng ENG,GK,33-220,15.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Brighton
754,Danny Welbeck,eng ENG,"FW,MF",33-120,11.4,40,3.5,27,0,2,8,3,0,6,0.53,3,0,0,1,2,0,Brighton
755,Bart Verbruggen,nl NED,GK,21-220,13.0,2,0.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Brighton
756,João Pedro,br BRA,"FW,MF",22-181,15.5,61,3.95,40,0,5,7,8,1,9,0.58,4,0,2,1,2,0,Brighton
757,Pervis Estupiñán,ec ECU,DF,26-064,11.7,39,3.33,34,3,1,1,0,0,2,0.17,2,0,0,0,0,0,Brighton
758,Facundo Buonanotte,ar ARG,"MF,FW",19-093,10.5,32,3.06,22,1,1,2,5,1,2,0.19,2,0,0,0,0,0,Brighton
759,Joël Veltman,nl NED,DF,32-070,12.6,15,1.19,10,2,0,0,3,0,1,0.08,1,0,0,0,0,0,Brighton
760,Igor,br BRA,DF,26-047,11.1,17,1.53,15,1,1,0,0,0,2,0.18,2,0,0,0,0,0,Brighton
761,James Milner,eng ENG,"DF,MF",38-081,8.6,24,2.79,20,4,0,0,0,0,2,0.23,0,2,0,0,0,0,Brighton
762,Adam Lallana,eng ENG,MF,35-320,7.4,19,2.57,18,0,0,0,1,0,1,0.14,1,0,0,0,0,0,Brighton
763,Adam Webster,eng ENG,DF,29-081,8.5,9,1.06,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Brighton
764,Carlos Baleba,cm CMR,MF,20-082,8.5,10,1.18,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Brighton
765,Jack Hinshelwood,eng ENG,DF,18-349,9.7,14,1.45,11,0,0,3,0,0,0,0.0,0,0,0,0,0,0,Brighton
766,Tariq Lamptey,gh GHA,"DF,FW",23-177,6.6,9,1.37,8,0,1,0,0,0,3,0.46,3,0,0,0,0,0,Brighton
767,Solly March,eng ENG,"FW,DF",29-249,6.2,22,3.57,8,8,2,1,2,1,2,0.32,0,1,0,0,1,0,Brighton
768,Mahmoud Dahoud,de GER,MF,28-084,5.0,13,2.59,13,0,0,0,0,0,2,0.4,2,0,0,0,0,0,Brighton
769,Ansu Fati,es ESP,"MF,FW",21-146,5.3,20,3.77,14,0,1,5,0,0,3,0.56,2,0,0,1,0,0,Brighton
770,Julio Enciso,py PAR,"MF,FW",20-062,1.6,9,5.47,4,0,4,1,0,0,2,1.22,2,0,0,0,0,0,Brighton
771,Jakub Moder,pl POL,"MF,DF",24-353,2.5,6,2.44,5,0,0,1,0,0,1,0.41,1,0,0,0,0,0,Brighton
772,Benicio Boaitey,eng ENG,"DF,FW",20-076,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Brighton
773,Max Kilman,eng ENG,DF,26-307,28.0,25,0.89,23,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Wolves
774,Nélson Semedo,pt POR,"DF,MF",30-130,26.1,39,1.5,29,0,3,1,4,2,1,0.04,0,0,0,0,0,1,Wolves
775,José Sá,pt POR,GK,31-068,24.7,2,0.08,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Wolves
776,Craig Dawson,eng ENG,DF,33-324,24.5,12,0.49,8,0,0,3,0,1,1,0.04,0,0,0,1,0,0,Wolves
777,Mario Lemina,ga GAB,MF,30-206,24.2,37,1.53,32,0,0,4,1,0,4,0.17,3,0,0,0,1,0,Wolves
778,Matheus Cunha,br BRA,"FW,MF",24-303,21.8,67,3.07,40,0,11,7,7,2,11,0.5,7,0,1,1,1,1,Wolves
779,João Gomes,br BRA,MF,23-042,20.2,45,2.23,35,1,1,3,1,4,4,0.2,3,0,0,1,0,0,Wolves
