Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Team
157,Facundo Pellistri,uy URU,"FW,MF",22-096,1.9,0,4,2,50.0,2.09,1.05,0.0,0.0,11.5,0,0,0,0.7,0.7,0.18,-0.7,-0.7,Manchester Utd
158,Hannibal Mejbri,tn TUN,"MF,FW",21-064,1.5,1,1,1,100.0,0.68,0.68,1.0,1.0,28.7,0,0,0,0.0,0.0,0.03,1.0,1.0,Manchester Utd
159,Willy Kambwala,fr FRA,DF,19-213,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Manchester Utd
160,Omari Forson,eng ENG,FW,19-249,0.7,0,1,0,0.0,1.36,0.0,0.0,,21.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Manchester Utd
161,Jadon Sancho,eng ENG,"FW,MF",24-000,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Manchester Utd
162,Amad Diallo,ci CIV,FW,21-258,0.5,0,1,1,100.0,1.87,1.87,0.0,0.0,14.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Manchester Utd
163,Donny van de Beek,nl NED,DF,26-342,0.0,0,1,0,0.0,30.0,0.0,0.0,,16.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Manchester Utd
164,Daniel Gore,eng ENG,MF,19-181,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Manchester Utd
165,Jarrod Bowen,eng ENG,FW,27-096,28.0,14,65,30,46.2,2.33,1.07,0.22,0.47,13.9,0,0,0,9.3,9.3,0.14,4.7,4.7,West Ham
166,Vladimír Coufal,cz CZE,DF,31-216,26.6,0,4,1,25.0,0.15,0.04,0.0,0.0,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,West Ham
167,James Ward-Prowse,eng ENG,MF,29-145,26.0,5,30,11,36.7,1.15,0.42,0.1,0.27,21.9,10,2,2,5.5,3.9,0.14,-0.5,-0.9,West Ham
168,Emerson Palmieri,it ITA,DF,29-235,26.2,1,15,3,20.0,0.57,0.11,0.07,0.33,18.6,0,0,0,1.1,1.1,0.07,-0.1,-0.1,West Ham
169,Alphonse Areola,fr FRA,GK,31-027,25.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,West Ham
170,Tomáš Souček,cz CZE,MF,29-027,24.8,6,36,12,33.3,1.45,0.48,0.17,0.5,10.5,0,0,0,6.0,6.0,0.17,0.0,0.0,West Ham
171,Kurt Zouma,fr FRA,DF,29-150,23.2,2,14,6,42.9,0.6,0.26,0.14,0.33,9.2,0,0,0,1.5,1.5,0.11,0.5,0.5,West Ham
172,Edson Álvarez,mx MEX,MF,26-153,21.9,1,17,3,17.6,0.78,0.14,0.06,0.33,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,West Ham
173,Lucas Paquetá,br BRA,"FW,MF",26-211,20.4,3,32,7,21.9,1.57,0.34,0.06,0.29,17.8,1,1,1,4.2,3.4,0.11,-1.2,-1.4,West Ham
174,Nayef Aguerd,ma MAR,DF,27-361,19.6,1,14,3,21.4,0.71,0.15,0.07,0.33,10.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5,West Ham
175,Kudus Mohammed,gh GHA,"FW,MF",23-236,18.7,6,44,12,27.3,2.36,0.64,0.14,0.5,18.7,0,0,0,3.4,3.4,0.08,2.6,2.6,West Ham
176,Michail Antonio,jm JAM,FW,33-363,11.4,3,16,6,37.5,1.41,0.53,0.19,0.5,12.6,0,0,0,2.5,2.5,0.16,0.5,0.5,West Ham
177,Konstantinos Mavropanos,gr GRE,DF,26-105,12.0,1,10,1,10.0,0.83,0.08,0.1,1.0,9.1,0,0,0,1.1,1.1,0.11,-0.1,-0.1,West Ham
178,Saïd Benrahma,dz ALG,"FW,MF",28-228,6.9,0,18,5,27.8,2.61,0.73,0.0,0.0,19.8,0,0,1,1.8,1.0,0.06,-1.8,-1.0,West Ham
179,Pablo Fornals,es ESP,"MF,FW",28-032,4.7,0,7,3,42.9,1.48,0.63,0.0,0.0,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,West Ham
180,Ben Johnson,eng ENG,"DF,FW",24-061,4.7,0,5,1,20.0,1.06,0.21,0.0,0.0,25.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,West Ham
181,Angelo Ogbonna,it ITA,DF,35-307,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,West Ham
182,Łukasz Fabiański,pl POL,GK,38-342,3.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,West Ham
183,Kalvin Phillips,eng ENG,MF,28-114,3.0,0,3,2,66.7,1.0,0.66,0.0,0.0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,West Ham
184,Aaron Cresswell,eng ENG,DF,34-101,2.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,West Ham
185,Danny Ings,eng ENG,FW,31-246,2.9,1,9,3,33.3,3.07,1.02,0.11,0.33,13.4,0,0,0,1.1,1.1,0.13,-0.1,-0.1,West Ham
186,Maxwel Cornet,ci CIV,"MF,FW",27-180,1.2,1,4,1,25.0,3.43,0.86,0.25,1.0,12.5,0,0,0,0.4,0.4,0.1,0.6,0.6,West Ham
187,Divin Mubama,eng ENG,FW,19-152,0.9,0,1,0,0.0,1.13,0.0,0.0,,12.5,0,0,0,0.1,0.1,0.15,-0.1,-0.1,West Ham
188,Thilo Kehrer,de GER,"DF,MF",27-186,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,West Ham
189,Pascal Groß,de GER,"MF,DF",32-284,24.6,4,44,15,34.1,1.79,0.61,0.07,0.2,19.5,4,1,1,5.3,4.6,0.1,-1.3,-1.6,Brighton
190,Lewis Dunk,eng ENG,DF,32-125,23.4,3,29,9,31.0,1.24,0.38,0.1,0.33,13.7,4,0,0,2.9,2.9,0.1,0.1,0.1,Brighton
191,Jan Paul van Hecke,nl NED,DF,23-291,21.3,0,13,6,46.2,0.61,0.28,0.0,0.0,10.2,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Brighton
192,Billy Gilmour,sct SCO,MF,22-288,19.8,0,23,5,21.7,1.16,0.25,0.0,0.0,25.7,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Brighton
193,Simon Adingra,ci CIV,FW,22-084,16.1,6,33,15,45.5,2.05,0.93,0.18,0.4,16.1,0,0,0,3.1,3.1,0.1,2.9,2.9,Brighton
194,Kaoru Mitoma,jp JPN,FW,26-310,16.5,3,34,15,44.1,2.06,0.91,0.09,0.2,13.2,0,0,0,3.5,3.5,0.1,-0.5,-0.5,Brighton
195,Evan Ferguson,ie IRL,FW,19-158,15.1,6,33,20,60.6,2.19,1.32,0.18,0.3,15.5,0,0,0,4.6,4.6,0.14,1.4,1.4,Brighton
196,Jason Steele,eng ENG,GK,33-220,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Brighton
197,Danny Welbeck,eng ENG,"FW,MF",33-120,11.4,3,28,12,42.9,2.45,1.05,0.11,0.25,15.8,1,0,0,3.6,3.6,0.13,-0.6,-0.6,Brighton
198,Bart Verbruggen,nl NED,GK,21-220,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Brighton
199,João Pedro,br BRA,"FW,MF",22-181,15.5,8,44,15,34.1,2.84,0.97,0.09,0.27,15.0,0,4,4,8.4,5.2,0.12,-0.4,-1.2,Brighton
200,Pervis Estupiñán,ec ECU,DF,26-064,11.7,2,10,6,60.0,0.86,0.51,0.2,0.33,18.8,0,0,0,0.9,0.9,0.09,1.1,1.1,Brighton
201,Facundo Buonanotte,ar ARG,"MF,FW",19-093,10.5,3,16,6,37.5,1.53,0.57,0.19,0.5,16.9,0,0,0,1.9,1.9,0.12,1.1,1.1,Brighton
202,Joël Veltman,nl NED,DF,32-070,12.6,0,2,2,100.0,0.16,0.16,0.0,0.0,20.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Brighton
203,Igor,br BRA,DF,26-047,11.1,0,2,0,0.0,0.18,0.0,0.0,,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Brighton
204,James Milner,eng ENG,"DF,MF",38-081,8.6,0,5,1,20.0,0.58,0.12,0.0,0.0,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Brighton
205,Adam Lallana,eng ENG,MF,35-320,7.4,0,5,2,40.0,0.68,0.27,0.0,0.0,18.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Brighton
206,Adam Webster,eng ENG,DF,29-081,8.5,0,5,0,0.0,0.59,0.0,0.0,,10.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Brighton
207,Carlos Baleba,cm CMR,MF,20-082,8.5,0,12,2,16.7,1.41,0.24,0.0,0.0,23.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Brighton
208,Jack Hinshelwood,eng ENG,DF,18-349,9.7,3,14,8,57.1,1.45,0.83,0.21,0.38,9.2,0,0,0,1.9,1.9,0.14,1.1,1.1,Brighton
209,Tariq Lamptey,gh GHA,"DF,FW",23-177,6.6,0,5,0,0.0,0.76,0.0,0.0,,19.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Brighton
210,Solly March,eng ENG,"FW,DF",29-249,6.2,3,14,6,42.9,2.27,0.97,0.21,0.5,16.6,1,0,0,2.0,2.0,0.14,1.0,1.0,Brighton
211,Mahmoud Dahoud,de GER,MF,28-084,5.0,0,6,1,16.7,1.19,0.2,0.0,0.0,26.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Brighton
212,Ansu Fati,es ESP,"MF,FW",21-146,5.3,2,23,10,43.5,4.35,1.89,0.09,0.2,14.3,0,0,0,3.3,3.3,0.14,-1.3,-1.3,Brighton
213,Julio Enciso,py PAR,"MF,FW",20-062,1.6,0,10,3,30.0,6.12,1.84,0.0,0.0,21.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Brighton
214,Jakub Moder,pl POL,"MF,DF",24-353,2.5,0,4,1,25.0,1.63,0.41,0.0,0.0,11.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Brighton
215,Benicio Boaitey,eng ENG,"DF,FW",20-076,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Brighton
216,Max Kilman,eng ENG,DF,26-307,28.0,2,10,5,50.0,0.36,0.18,0.2,0.4,8.9,0,0,0,1.6,1.6,0.16,0.4,0.4,Wolves
217,Nélson Semedo,pt POR,"DF,MF",30-130,26.1,0,13,3,23.1,0.5,0.12,0.0,0.0,20.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Wolves
218,José Sá,pt POR,GK,31-068,24.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Wolves
